"Country or Area","Year","Area","Sex","Religion","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","1996","Total","Both Sexes","Brethren","Census - de facto - complete tabulation","Final figure, complete","2005","22063",""
"Australia","1996","Total","Both Sexes","Buddhist","Census - de facto - complete tabulation","Final figure, complete","2005","199812",""
"Australia","1996","Total","Both Sexes","Catholic","Census - de facto - complete tabulation","Final figure, complete","2005","4798950",""
"Australia","1996","Total","Both Sexes","Church of Christ","Census - de facto - complete tabulation","Final figure, complete","2005","75023",""
"Australia","1996","Total","Both Sexes","Hindu","Census - de facto - complete tabulation","Final figure, complete","2005","67279",""
"Australia","1996","Total","Both Sexes","Islam ","Census - de facto - complete tabulation","Final figure, complete","2005","200885",""
"Australia","1996","Total","Both Sexes","Jehovah Witness","Census - de facto - complete tabulation","Final figure, complete","2005","83414",""
"Australia","1996","Total","Both Sexes","Judaism","Census - de facto - complete tabulation","Final figure, complete","2005","79805",""
"Australia","1996","Total","Both Sexes","Latter Day Saints","Census - de facto - complete tabulation","Final figure, complete","2005","45112",""
"Australia","1996","Total","Both Sexes","Lutheran","Census - de facto - complete tabulation","Final figure, complete","2005","249989",""
"Australia","1996","Total","Both Sexes","Oriental Christian","Census - de facto - complete tabulation","Final figure, complete","2005","31342",""
"Australia","1996","Total","Both Sexes","Orthodox","Census - de facto - complete tabulation","Final figure, complete","2005","497015",""
"Australia","1996","Total","Both Sexes","Pentecostal","Census - de facto - complete tabulation","Final figure, complete","2005","174720",""
"Australia","1996","Total","Both Sexes","Presbyterian","Census - de facto - complete tabulation","Final figure, complete","2005","675534",""
"Australia","1996","Total","Both Sexes","Salvation Army","Census - de facto - complete tabulation","Final figure, complete","2005","74145",""
"Australia","1996","Total","Both Sexes","Seventh Day Adventist","Census - de facto - complete tabulation","Final figure, complete","2005","52655",""
"Australia","1996","Total","Both Sexes","United Church","Census - de facto - complete tabulation","Final figure, complete","2005","1334917",""
"Australia","1996","Total","Both Sexes","Other Christians","Census - de facto - complete tabulation","Final figure, complete","2005","33058",""
"Australia","1996","Total","Both Sexes","Other Protestant","Census - de facto - complete tabulation","Final figure, complete","2005","50216",""
"Australia","1996","Total","Both Sexes","Other Religions","Census - de facto - complete tabulation","Final figure, complete","2005","68647",""
"Australia","1996","Total","Both Sexes","No Religion","Census - de facto - complete tabulation","Final figure, complete","2005","2948888","4"
"Australia","1996","Total","Both Sexes","Christian nfd","Census - de facto - complete tabulation","Final figure, complete","2005","186109",""
"Australia","1996","Total","Both Sexes","Unknown","Census - de facto - complete tabulation","Final figure, complete","2005","1744343",""
"Austria","2001","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2003","8032926",""
"Austria","2001","Total","Both Sexes","Armenian Apostolic","Census - de jure - complete tabulation","Final figure, complete","2003","1824",""
"Austria","2001","Total","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2003","760",""
"Austria","2001","Total","Both Sexes","Baptist","Census - de jure - complete tabulation","Final figure, complete","2003","2108",""
"Austria","2001","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2003","10402",""
"Austria","2001","Total","Both Sexes","Catholic","Census - de jure - complete tabulation","Final figure, complete","2003","764",""
"Austria","2001","Total","Both Sexes","Christengmeinschaft","Census - de jure - complete tabulation","Final figure, complete","2003","1152",""
"Austria","2001","Total","Both Sexes","Church of England","Census - de jure - complete tabulation","Final figure, complete","2003","2317",""
"Austria","2001","Total","Both Sexes","Evangelical","Census - de jure - complete tabulation","Final figure, complete","2003","4892",""
"Austria","2001","Total","Both Sexes","Greek Oriental","Census - de jure - complete tabulation","Final figure, complete","2003","1089",""
"Austria","2001","Total","Both Sexes","Greek Orthodox","Census - de jure - complete tabulation","Final figure, complete","2003","18533",""
"Austria","2001","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2003","3629",""
"Austria","2001","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2003","338988",""
"Austria","2001","Total","Both Sexes","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2003","23206",""
"Austria","2001","Total","Both Sexes","Jewish","Census - de jure - complete tabulation","Final figure, complete","2003","8140",""
"Austria","2001","Total","Both Sexes","Latter Day Saints","Census - de jure - complete tabulation","Final figure, complete","2003","2236",""
"Austria","2001","Total","Both Sexes","Mennonite","Census - de jure - complete tabulation","Final figure, complete","2003","381",""
"Austria","2001","Total","Both Sexes","Methodist","Census - de jure - complete tabulation","Final figure, complete","2003","1263",""
"Austria","2001","Total","Both Sexes","New Apostolic","Census - de jure - complete tabulation","Final figure, complete","2003","4217",""
"Austria","2001","Total","Both Sexes","Old Catholic Church","Census - de jure - complete tabulation","Final figure, complete","2003","14621",""
"Austria","2001","Total","Both Sexes","Orthodox","Census - de jure - complete tabulation","Final figure, complete","2003","159115",""
"Austria","2001","Total","Both Sexes","Protestant","Census - de jure - complete tabulation","Final figure, complete","2003","376150",""
"Austria","2001","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2003","5915421",""
"Austria","2001","Total","Both Sexes","Seventh Day Adventist","Census - de jure - complete tabulation","Final figure, complete","2003","4220",""
"Austria","2001","Total","Both Sexes","Shinto","Census - de jure - complete tabulation","Final figure, complete","2003","123",""
"Austria","2001","Total","Both Sexes","Sikh","Census - de jure - complete tabulation","Final figure, complete","2003","2794",""
"Austria","2001","Total","Both Sexes","Unification","Census - de jure - complete tabulation","Final figure, complete","2003","297",""
"Austria","2001","Total","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2003","1745",""
"Austria","2001","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2003","963263",""
"Austria","2001","Total","Both Sexes","Not Specified","Census - de jure - complete tabulation","Final figure, complete","2003","160662",""
"Austria","2001","Total","Both Sexes","Christian Community","Census - de jure - complete tabulation","Final figure, complete","2003","1428",""
"Austria","2001","Total","Both Sexes","Free Christian Community","Census - de jure - complete tabulation","Final figure, complete","2003","7186",""
"Bahamas","2010","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2013","351461",""
"Bahamas","2010","Total","Both Sexes","Anglican","Census - de jure - complete tabulation","Final figure, complete","2013","48006",""
"Bahamas","2010","Total","Both Sexes","Assembly of God","Census - de jure - complete tabulation","Final figure, complete","2013","2397",""
"Bahamas","2010","Total","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2013","65",""
"Bahamas","2010","Total","Both Sexes","Baptist","Census - de jure - complete tabulation","Final figure, complete","2013","122500",""
"Bahamas","2010","Total","Both Sexes","Brethren","Census - de jure - complete tabulation","Final figure, complete","2013","5781",""
"Bahamas","2010","Total","Both Sexes","Church of God","Census - de jure - complete tabulation","Final figure, complete","2013","6732",""
"Bahamas","2010","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2013","428",""
"Bahamas","2010","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2013","306",""
"Bahamas","2010","Total","Both Sexes","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2013","3762",""
"Bahamas","2010","Total","Both Sexes","Jewish","Census - de jure - complete tabulation","Final figure, complete","2013","191",""
"Bahamas","2010","Total","Both Sexes","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2013","376",""
"Bahamas","2010","Total","Both Sexes","Methodist","Census - de jure - complete tabulation","Final figure, complete","2013","12512",""
"Bahamas","2010","Total","Both Sexes","Mormon","Census - de jure - complete tabulation","Final figure, complete","2013","301",""
"Bahamas","2010","Total","Both Sexes","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2013","31358",""
"Bahamas","2010","Total","Both Sexes","Presbyterian","Census - de jure - complete tabulation","Final figure, complete","2013","728",""
"Bahamas","2010","Total","Both Sexes","Rastafarian","Census - de jure - complete tabulation","Final figure, complete","2013","790",""
"Bahamas","2010","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2013","42287",""
"Bahamas","2010","Total","Both Sexes","Seventh Day Adventist","Census - de jure - complete tabulation","Final figure, complete","2013","15441",""
"Bahamas","2010","Total","Both Sexes","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2013","41214","5"
"Bahamas","2010","Total","Both Sexes","Other Non-Christians","Census - de jure - complete tabulation","Final figure, complete","2013","228",""
"Bahamas","2010","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2013","9050",""
